SECTION ID,HIGHWAY,SECTION,SECTION LENGTH,SECTION DESCRIPTION,Date,DESCRIPTION,GROUP,TYPE,COUNTY,PTRUCKS,ADT,AADT,DIRECTION,85PCT,PRIORITY_POINTS
105075,105,75,9.01,EXIT 9 (BADDECK CEN INTER/C) TO EXIT 10 (RTE 205 EAST OF BADDECK),06/10/2008,HALFWAY BETWEEN BADDECK CENTRE AND BADDECK EAST,E,TC,VIC,,4539,4000,,,
105070,105,70,2.13,EXIT 8 (RTE 205 WEST OF BADDECK) TO EXIT 9 (BADDECK CEN INTER/C),06/10/2008,HALFWAY BETWEEN RTE 205 WEST & BADDECK CENTRE (EASTBOUND),E,TC,VIC,,2339,2060,E,,
105105,105,105,4.32,EXIT 14 (BOULARDERIE EAST) TO EXIT 15 (ST JAMES RD),06/10/2008,VICTORIA/CAPE BRETON COUNTY LINE,D,TC,VIC,,5703,5440,,,
105100,105,100,1.94,EXIT 13 (KEMPT HEAD RD) TO EXIT 14 (BOULARDERIE EAST),06/10/2008,0.5 KM EAST OF KEMPT HEAD RD,D,TC,VIC,,5956,5680,,,
105070,105,70,2.13,EXIT 8 (RTE 205 WEST OF BADDECK) TO EXIT 9 (BADDECK CEN INTER/C),06/10/2008,HALFWAY BETWEEN RTE 205 WEST & BADDECK CENTRE (WESTBOUND),E,TC,VIC,,2481,2190,W,,
105055,105,55,7.75,HUMES REAR RD TO EXIT 7 (CABOT TRAIL) (NYANZA),06/10/2008,0.35 KM WEST OF TK 30 (CABOT TRAIL),D,TC,VIC,,4515,4310,,,
105050,105,50,9.33,EXIT 6 (RTE 223) TO HUMES REAR RD,06/10/2008,0.5 KM EAST OF INV / VIC COUNTY LINE,D,TC,VIC,,4222,4030,,,
105060,105,60,7.76,EXIT 7 (CABOT TRAIL - NYANZA) TO EXIT 8 (RTE 205 WEST OF BADDECK),06/10/2008,3 KM EAST OF CABOT TRAIL (EASTBOUND),D,VC,VIC,17,2488,2370,E,,
105060,105,60,7.76,EXIT 7 (CABOT TRAIL - NYANZA) TO EXIT 8 (RTE 205 WEST OF BADDECK),06/10/2008,3 KM EAST OF CABOT TRAIL (WESTBOUND),D,VC,VIC,17,2453,2340,W,,
205020,205,20,8.53,BADDECK EAST LINE TO HWY 105 (EAST END OF BADDECK BY-PASS),06/10/2008,1.5 KM WEST OF HWY 105 (EASTBOUND),D,VC,VIC,5,517,490,E,,
205020,205,20,8.53,BADDECK EAST LINE TO HWY 105 (EAST END OF BADDECK BY-PASS),06/10/2008,1.5 KM WEST OF HWY 105 (WESTBOUND),D,VC,VIC,5,441,420,W,,
223010,223,10,1.75,HWY 105 TO FERRY (LITTLE NARROWS),06/10/2008,HALFWAY BETWEEN (EASTBOUND),D,VC,INV,8,272,260,E,,
223010,223,10,1.75,HWY 105 TO FERRY (LITTLE NARROWS),06/10/2008,HALFWAY BETWEEN (WESTBOUND),D,VC,INV,8,279,260,W,,
205010,205,10,3.02,HWY 105 (WEST OF BADDECK) TO BADDECK EAST LINE,06/10/2008,HALFWAY BETWEEN (EASTBOUND),D,VC,VIC,4,1509,1430,E,,
105106,105,106,5.91,EXIT 15 (ST JAMES RD) TO EXIT 16 (MILLVILLE RD),06/10/2008,1 KM WEST OF MILLVILLE RD (EXIT 16) (WESTBOUND),B,VC,CB,19,2475,2280,W,,
105106,105,106,5.91,EXIT 15 (ST JAMES RD) TO EXIT 16 (MILLVILLE RD),06/10/2008,1 KM WEST OF MILLVILLE RD (EXIT 16) (EASTBOUND),B,VC,CB,17,2640,2430,E,,
205010,205,10,3.02,HWY 105 (WEST OF BADDECK) TO BADDECK EAST LINE,06/10/2008,HALFWAY BETWEEN (WESTBOUND),D,VC,VIC,4,1294,1230,W,,
105107,105,107,2.64,EXIT 16 (MILLVILLE RD) TO EXIT 17 (HWY 162),06/10/2008,JUST WEST OF HWY 162,C,TC,CB,,8721,7610,,,
223030,223,30,3.14,BARRA STRAIT BRIDGE (GRAND NARROWS) TO RTE 216,06/09/2008,0.5 KM WEST OF RTE 216,B,TC,CB,,926,850,,,
223035,223,35,9.27,RTE 216 TO BIG BEACH-SHUNACADIA LINE,06/09/2008,150 M EAST OF RTE 216,B,TC,CB,,542,500,,,
223035,223,35,9.27,RTE 216 TO BIG BEACH-SHUNACADIA LINE,06/09/2008,1 KM EAST OF RTE 216,B,TC,CB,,542,500,,,
216010,216,10,5.31,RTE 223 (CHRISTMAS ISLAND) TO BENACADIE WEST RD (BENACADIE),06/09/2008,0.75 KM EAST OF RTE 223,B,TC,CB,,577,530,,,
216010,216,10,5.31,RTE 223 (CHRISTMAS ISLAND) TO BENACADIE WEST RD (BENACADIE),06/09/2008,150 M EAST OF RTE 223,B,TC,CB,,577,530,,,
223030,223,30,3.14,BARRA STRAIT BRIDGE (GRAND NARROWS) TO RTE 216,06/09/2008,150 M WEST OF RTE 216,B,TC,CB,,926,850,,,
223045,223,45,5.87,GRAND NARROWS RD TO UPPER LEITCHES CREEK RD,06/09/2008,150 M WEST OF SCOTCH LAKE RD,B,TC,CB,,774,710,,,
223045,223,45,5.87,GRAND NARROWS RD TO UPPER LEITCHES CREEK RD,06/09/2008,150 M EAST OF BARRACHOIS HARBOUR RD,B,TC,CB,,743,680,,,
223045,223,45,5.87,GRAND NARROWS RD TO UPPER LEITCHES CREEK RD,06/09/2008,1 KM WEST OF UPPER LEITCHES CREEK RD,B,TC,CB,,864,800,,,
223040,223,40,11.32,BEAVER COVE-BOISDALE LINE TO GRAND NARROWS RD,06/09/2008,150 M WEST OF BARRACHOIS HARBOUR RD,B,TC,CB,,761,700,,,
223040,223,40,11.32,BEAVER COVE-BOISDALE LINE TO GRAND NARROWS RD,06/09/2008,0.2 KM WEST OF GRAND NARROWS RD,B,TC,CB,,761,700,,,
223045,223,45,5.87,GRAND NARROWS RD TO UPPER LEITCHES CREEK RD,06/09/2008,150 M EAST OF SCOTCH LAKE RD,B,TC,CB,,864,800,,,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,SOUTH OF MILLBROOK RESERVATION LINE (NORTHBOUND),B,VC,COL,9,3208,3010,N,69,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,JUST NORTH OF ELM ST (SOUTHBOUND),B,VC,COL,9,2347,2200,S,60,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,JUST SOUTH OF SMITH RD (SOUTHBOUND),B,VC,COL,11,1273,1190,S,70,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,JUST SOUTH OF SMITH RD (NORTHBOUND),B,VC,COL,9,1278,1200,N,74,
2095,2,95,7.03,ALTON RD (ALTON) TO RTE 289 (BROOKFIELD),06/05/2008,JUST SOUTH OF RTE 289 (SOUTHBOUND),C,VC,COL,6,1659,1460,S,66,
2095,2,95,7.03,ALTON RD (ALTON) TO RTE 289 (BROOKFIELD),06/05/2008,JUST SOUTH OF RTE 289 (NORTHBOUND),C,VC,COL,6,1573,1380,N,60,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,SOUTH OF MILLBROOK RESERVATION LINE (SOUTHBOUND),B,VC,COL,8,3126,2930,S,72,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,JUST NORTH OF ELM ST (NORTHBOUND),B,VC,COL,8,2321,2180,N,64,
289005,289,5,1.03,HWY 102 INTER/C (BROOKFIELD) TO TK 2 (BROOKFIELD),06/05/2008,JUST WEST OF TK 2 (BROOKFIELD - EXIT 12) (WESTBOUND),B,VC,COL,10,2004,1880,W,66,
289005,289,5,1.03,HWY 102 INTER/C (BROOKFIELD) TO TK 2 (BROOKFIELD),06/05/2008,JUST WEST OF TK 2 (BROOKFIELD - EXIT 12) (EASTBOUND),B,VC,COL,11,2105,1980,E,56,
289007,289,7,1.43,TK 2 (BROOKFIELD) TO UPPER BROOKFIELD RD (BROOKFIELD),06/05/2008,JUST EAST OF ELM ST (BROOKFIELD)(EASTBOUND),B,VC,COL,7,2166,2040,E,59,
289007,289,7,1.43,TK 2 (BROOKFIELD) TO UPPER BROOKFIELD RD (BROOKFIELD),06/05/2008,JUST EAST OF ELM ST (BROOKFIELD)(WESTBOUND),B,VC,COL,8,2128,2000,W,59,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,SOUTH OF JACQUELINE RD (NORTHBOUND),B,VC,COL,7,3042,2850,N,79,
2100,2,100,8.32,RTE 289 (BROOKFIELD) TO TRURO TOWN LINE (SOUTH),06/05/2008,SOUTH OF JACQUELINE RD (SOUTHBOUND),B,VC,COL,7,2966,2780,S,75,
2115,2,115,0.89,TRURO TOWN LINE (NORTH) TO HWY 102 INTER/C (ONSLOW),06/05/2008,ROBIE ST - UNDER HWY 102 OVERPASS (SOUTHBOUND),A,VC,COL,17,6335,5800,S,65,
2115,2,115,0.89,TRURO TOWN LINE (NORTH) TO HWY 102 INTER/C (ONSLOW),06/05/2008,ROBIE ST - UNDER HWY 102 OVERPASS (NORTHBOUND),A,VC,COL,17,5273,4800,N,66,
105095,105,95,4.58,NEW CAMPBELLTON RD TO EXIT 13 (KEMPT HEAD RD),06/03/2008,0.5 KM WEST OF NEW HARRIS RD (WESTBOUND),D,VC,VIC,17,2033,1950,W,,
105093,105,93,8.07,EXIT 12 (RTE 312) (ENGLISHTOWN) TO NEW CAMPBELLTON RD,06/03/2008,HALFWAY BETWEEN (EXIT 12 & EXIT 13),D,TC,VIC,,4862,4660,,,
105090,105,90,4.05,EXIT 11 (CABOT TRAIL) TO EXIT 12 (RTE 312) (ENGLISHTOWN),06/03/2008,1.5 KM EAST OF JONES CORNER,E,TC,VIC,,4681,4300,,,
312010,312,10,6.17,HWY 105 TO ENGLISHTOWN FERRY (ENGLISHTOWN),06/03/2008,1.5 KM NORTH OF HWY 105 (NORTHBOUND),D,VC,VIC,5,503,480,N,,
312010,312,10,6.17,HWY 105 TO ENGLISHTOWN FERRY (ENGLISHTOWN),06/03/2008,1.5 KM NORTH OF HWY 105 (SOUTHBOUND),D,VC,VIC,5,521,500,S,,
105095,105,95,4.58,NEW CAMPBELLTON RD TO EXIT 13 (KEMPT HEAD RD),06/03/2008,0.5 KM WEST OF NEW HARRIS RD (EASTBOUND),D,VC,VIC,17,2149,2060,E,,
305030,305,30,5.97,SYDNEY MINES NORTH LINE TO NORTH SYDNEY NORTH LINE,06/02/2008,AT NORTH SYDNEY NORTH LINE (SOUTHBOUND),A,VC,CB,6,1967,1810,S,,
305040,305,40,8.97,NORTH SYDNEY NORTH LINE TO RTE 223 (LEITCHES CREEK),06/02/2008,NORTH SYDNEY TOWN LINE (SOUTH),A,TC,CB,,4458,4080,,,
305050,305,50,10.83,RTE 223 (LEITCHES CREEK) TO TK 4 (SYDNEY),06/02/2008,JUST NORTH OF WESTMOUNT RD (RTE 239)(NORTHBOUND),A,VC,CB,12,4600,4230,N,,
162010,162,10,8.39,HWY 105 INTER/S TO PT ACONI,06/02/2008,JUST NORTH OF HWY 105,A,TC,CB,,786,720,,,
305010,305,10,2.47,HWY 105 (BRAS D'OR) TO LITTLE POND RD (FLORENCE),06/02/2008,ALDER POINT RD - JUST (TRUE NORTH) OF HWY 105,A,TC,CB,,4362,4000,,,
305030,305,30,5.97,SYDNEY MINES NORTH LINE TO NORTH SYDNEY NORTH LINE,06/02/2008,AT NORTH SYDNEY NORTH LINE (NORTHBOUND),A,VC,CB,5,1918,1770,N,,
327015,327,15,0.59,SYDNEY SOUTH LINE TO HWY 125 (EXIT 7),06/02/2008,JUST SOUTH OF KENWOOD DR,AA,TC,CB,,11132,10900,,,
327020,327,20,5.66,HWY 125 (EXIT 7) TO CARIBOU MARSH RD (CARIBOU MARSH),06/02/2008,1 KM NORTH OF DUTCH BROOK (NORTHBOUND),A,VC,CB,5,1941,1790,N,,
327020,327,20,5.66,HWY 125 (EXIT 7) TO CARIBOU MARSH RD (CARIBOU MARSH),06/02/2008,1 KM NORTH OF DUTCH BROOK (SOUTHBOUND),A,VC,CB,8,1895,1740,S,,
305050,305,50,10.83,RTE 223 (LEITCHES CREEK) TO TK 4 (SYDNEY),06/02/2008,2 KM SOUTH OF RTE 223,A,TC,CB,,1274,1170,,,
305050,305,50,10.83,RTE 223 (LEITCHES CREEK) TO TK 4 (SYDNEY),06/02/2008,JUST NORTH OF WESTMOUNT RD (RTE 239)(SOUTHBOUND),A,VC,CB,11,4878,4490,S,,
327010,327,10,2.22,TK 4 (SYDNEY) TO SYDNEY SOUTH LINE,06/02/2008,SYDNEY CITY LINE,AA,TC,CB,,8721,8510,,,
4138,4,138,3.31,HWY 104 (RIVER TILLARD) TO WEST BAY RD (ST PETERS),05/28/2008,0.5 KM EAST OF HWY 104 (WESTBOUND),C,VC,RICH,9,2023,1960,W,,
4135,4,135,5.2,HWY 104 (EXIT 47) TO HWY 104 (RIVER TILLARD),05/28/2008,1.5 KM WEST OF THE WEST SIDE OF RIVER BOURGEOIS,C,TC,RICH,,820,800,,,
4130,4,130,9.51,GRANDE ANSE-KEMPT RD LINE TO HWY 104 (EXIT 47),05/28/2008,AT HWY 104 OVERPASS,C,TC,RICH,,233,230,,,
4138,4,138,3.31,HWY 104 (RIVER TILLARD) TO WEST BAY RD (ST PETERS),05/28/2008,0.5 KM EAST OF HWY 104 (EASTBOUND),C,VC,RICH,6,2053,1990,E,,
4210,4,210,1.59,HWY 125 (SYDNEY RIVER) TO SYDNEY RIVER-SYDNEY LINE,05/28/2008,0.2 KM EAST OF HWY 125,AA,TC,CB,,20076,20500,,,
4165,4,165,12.61,HAY COVE RD TO RICHMOND-CAPE BRETON COUNTY LINE,05/28/2008,7 KM EAST OF HAY COVE RD,D,TC,RICH,,1719,1620,,,
4140,4,140,1.64,WEST BAY RD (ST PETERS) TO RTE 247 (ST PETERS),05/28/2008,AT ST PETERS CANAL,C,TC,RICH,,4610,4480,,,
22035,22,35,9.44,CATALONE GUT RD (CATALONE) TO LOUISBURG,05/27/2008,1 KM SOUTH OF MAIN-A-DIEU RD AT CATALONE (NORTHBOUND),D,VC,CB,4,885,840,N,,
22030,22,30,8.69,RTE 255 TO CATALONE GUT RD (CATALONE),05/27/2008,0.925 KM SOUTH OF HILLSIDE MIRA RD,A,TC,CB,,3706,3440,,,
239010,239,10,0.53,HWY 125 (BALL'S CREEK) TO RTE 305,05/27/2008,0.25 KM EAST OF HWY 125,A,TC,CB,,1025,950,,,
22035,22,35,9.44,CATALONE GUT RD (CATALONE) TO LOUISBURG,05/27/2008,1 KM SOUTH OF MAIN-A-DIEU RD AT CATALONE (SOUTHBOUND),D,VC,CB,4,899,850,S,,
22015,22,15,1.02,SYDNEY CITY LINE (SOUTH) TO HWY 125 INTER/C (EXIT 8),05/27/2008,JUST NORTH OF HWY 125 INTER/C,A,TC,CB,,13570,12600,,,
22010,22,10,2.26,TK 4 (SYDNEY) TO SYDNEY CITY LINE (SOUTH),05/27/2008,SYDNEY CITY LINE,AA,TC,CB,,10635,10800,,,
22020,22,20,5.92,HWY 125 INTER/C (EXIT 8) TO MORRISON RD,05/27/2008,1 KM NORTH OF MORRISON RD (NORTHBOUND),C,VC,CB,5,2345,2280,N,,
22020,22,20,5.92,HWY 125 INTER/C (EXIT 8) TO MORRISON RD,05/27/2008,1 KM NORTH OF MORRISON RD (SOUTHBOUND),C,VC,CB,5,2371,2300,S,,
255027,255,27,8.53,SOUTH HEAD RD (HOMEVILLE) TO MIRA MAY RD (MIRA GUT),05/27/2008,1.5 KM EAST OF HOMEVILLE,D,TC,CB,,347,330,,,
239025,239,25,2.28,MURPHY RD EAST TO RTE 305 (KELTIC DR) (SYDNEY RIVER),05/27/2008,0.25 KM EAST OF MURPHY'S RD (EAST SIDE),A,TC,CB,,5877,5450,,,
255030,255,30,9.61,MIRA (CATALONE RD) TO TK 22,05/27/2008,1.5 KM EAST OF HORNES RD (WESTBOUND),C,VC,CB,6,217,210,W,,
255030,255,30,9.61,MIRA (CATALONE RD) TO TK 22,05/27/2008,1.5 KM EAST OF HORNES RD (EASTBOUND),C,VC,CB,6,235,230,E,,
239015,239,15,3.14,RTE 305 TO RUDDERHAM RD WEST,05/27/2008,0.5 KM EAST OF O'NEIL'S LANE (EASTBOUND),A,VC,CB,4,348,320,E,,
239015,239,15,3.14,RTE 305 TO RUDDERHAM RD WEST,05/27/2008,0.5 KM EAST OF O'NEIL'S LANE (WESTBOUND),A,VC,CB,3,361,330,W,,
239020,239,20,3.63,WESTMOUNT RD TO MURPHY RD EAST,05/27/2008,JUST WEST OF MURPHY'S RD (WEST SIDE),A,TC,CB,,2821,2620,,,
239017,239,17,6.61,RUDDERHAM RD WEST TO WESTMOUNT RD,05/27/2008,1 KM EAST OF PT EDWARD,A,TC,CB,,356,330,,,
4245,4,245,3.95,GLACE BAY-RESERVE MINES LINE TO TK 28 (GLACE BAY),05/26/2008,JUST WEST OF TK 28,A,TC,CB,,5898,5470,,,
28010,28,10,3.84,TK 4 (GLACE BAY) TO DOMINION-GLACE BAY LINE,05/26/2008,GLACE BAY TOWN LINE,A,TC,CB,,5780,5360,,,
28015,28,15,3.31,DOMINION-GLACE BAY LINE TO DOMINION-GARDINER MINES LINE,05/26/2008,DOMINION TOWN LINE (WEST),A,TC,CB,,4131,3830,,,
4235,4,235,5.1,GARDINER RD TO WILSON RD (RESERVE MINES),05/26/2008,0.5 KM EAST OF GARDINER RD (EASTBOUND),A,VC,CB,15,5631,5230,E,,
4235,4,235,5.1,GARDINER RD TO WILSON RD (RESERVE MINES),05/26/2008,0.5 KM EAST OF GARDINER RD (WESTBOUND),A,VC,CB,16,5688,5280,W,,
4240,4,240,1.16,RESERVE MINES (WILSON RD) TO GLACE BAY-RESERVE MINES LINE,05/26/2008,1 KM EAST OF WILSON RD,A,TC,CB,,11543,10700,,,
28020,28,20,7.97,DOMINION-GARDINER MINES LINE TO SCOTCHTOWN-NEW WATERFORD LINE,05/26/2008,JUST EAST OF OLD LINGAN RD (WESTBOUND),A,VC,CB,10,3606,3350,W,,
28040,28,40,6.32,KILKENNY LAKE RD TO SYDNEY TOWN LINE,05/26/2008,1 KM EAST OF SYDNEY CITY LINE,A,TC,CB,,3465,3220,,,
28045,28,45,4.18,SYDNEY TOWN  LINE  TO TK 4 (SYDNEY),05/26/2008,SYDNEY CITY LINE (EAST) (EASTBOUND),AA,VC,CB,5,1899,1940,E,,
28045,28,45,4.18,SYDNEY TOWN  LINE  TO TK 4 (SYDNEY),05/26/2008,SYDNEY CITY LINE (EAST) (WESTBOUND),AA,VC,CB,7,1749,1780,W,,
28020,28,20,7.97,DOMINION-GARDINER MINES LINE TO SCOTCHTOWN-NEW WATERFORD LINE,05/26/2008,JUST EAST OF OLD LINGAN RD (EASTBOUND),A,VC,CB,9,3607,3350,E,,
28025,28,25,2.66,SCOTCHTOWN-NEW WATERFORD LINE TO NEW WATERFORD-NEW VICTORIA LINE,05/26/2008,NEW WATERFORD / NEW VICTORIA LINE,A,TC,CB,,3063,2840,,,
28030,28,30,7.97,NEW WATERFORD-NEW VICTORIA LINE TO KILKENNY LAKE RD,05/26/2008,1.5 KM WEST OF NEW VICTORIA,A,TC,CB,,2165,2010,,,
223040,223,40,11.32,BEAVER COVE-BOISDALE LINE TO GRAND NARROWS RD,05/21/2008,0.1 KM WEST OF BURINOT RD TOWARDS GRAND NARROWS,B,TC,CB,,584,550,,,
216027,216,27,4.85,BOURINOT RD TO TK 4 (EAST BAY),05/21/2008,0.1 KM WEST OF TK 4,B,TC,CB,,1859,1760,,,
216025,216,25,15.19,ESKASONI (EAST RESERVATION LINE) TO BOURINOT RD,05/21/2008,0.1 KM EAST OF MCADAMS LAKE RD,B,TC,CB,,1767,1670,,,
305050,305,50,10.83,RTE 223 (LEITCHES CREEK) TO TK 4 (SYDNEY),05/21/2008,KELTIC DR - JUST SOUTH OF TIR OFFICE,A,TC,CB,,14530,13700,,,
239025,239,25,2.28,MURPHY RD EAST TO RTE 305 (KELTIC DR) (SYDNEY RIVER),05/21/2008,0.1 KM WEST OF RTE 305,A,TC,CB,,7064,6650,,,
223047,223,47,5.42,UPPER LEITCHES CREEK RD TO HWY 125 (LEITCHES CREEK),05/21/2008,0.1 KM WEST OF HWY 125,B,TC,CB,,1464,1390,,,
255015,255,15,5.11,GLACE BAY SOUTH LINE TO NUMBER SIX MINES RD (PORT CALEDONIA),05/20/2008,1.5 KM EAST OF BIRCH GROVE RD,B,TC,CB,,2469,2340,,,
255010,255,10,2.57,TK 4 (GLACE BAY) TO GLACE BAY SOUTH LINE,05/20/2008,JUST WEST OF GLACE BAY SOUTH LINE,B,TC,CB,,4279,4050,,,
255020,255,20,5.35,NUMBER SIX MINES RD (PORT CALEDONIA) TO NUMBER SIX MINES RD  (PORT MORIEN),05/20/2008,1.5 KM EAST OF NO. 6 MINES RD (PORT CALEDONIA) (EASTBOUND),B,VC,CB,2,528,500,E,,
255025,255,25,7.69,NUMBER SIX MINES RD  (PORT MORIEN) TO SOUTH HEAD RD (HOMEVILLE),05/20/2008,0.625 KM EAST OF BIRCH GROVE RD,D,TC,CB,,876,830,,,
255020,255,20,5.35,NUMBER SIX MINES RD (PORT CALEDONIA) TO NUMBER SIX MINES RD  (PORT MORIEN),05/20/2008,1.5 KM EAST OF NO. 6 MINES RD (PORT CALEDONIA) (WESTBOUND),B,VC,CB,5,553,520,W,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,05/15/2008,"AFTER THE RIGHT IN, RIGHT OUT INTER/S SOUTH OF PINE GROVE RD",A,TC,LUN,,9324,8800,,,
10055,10,55,3.18,COOKS BROOK BRIDGE TO BRIDGEWATER TOWN LINE,05/15/2008,1 KM NORTH OF HWY 103 INTERSECTION,A,TC,LUN,,5171,4880,,,
7013,7,13,2.59,BEDFORD BY-PASS(OVERPASS) TO DARTMOUTH-BEDFORD LINE,05/14/2008,JUST BEFORE CONCRETE BARRIER (WESTBOUND),A,VC,HFX,35,11637,11000,W,,
7013,7,13,2.59,BEDFORD BY-PASS(OVERPASS) TO DARTMOUTH-BEDFORD LINE,05/14/2008,JUST BEFORE CONCRETE BARRIER (EASTBOUND),A,VC,HFX,32,12673,12000,E,,
4178,4,178,5.03,LOCH LOMAND RD TO BEN EOIN-ST ANDREWS CHANNEL LINE,05/13/2008,0.1 KM WEST OF BREACS BROOK BRIDGE AT BIG POND (EASTBOUND),C,VC,CB,5,868,870,E,96,
4180,4,180,9.06,BEN EOIN-ST ANDREWS CHANNEL LINE TO BEN EOIN-EAST BAY LINE,05/13/2008,JUST WEST OF BEN EOIN PROVINCIAL PARK,C,TC,CB,,2314,2320,,,
4178,4,178,5.03,LOCH LOMAND RD TO BEN EOIN-ST ANDREWS CHANNEL LINE,05/13/2008,1 KM EAST OF LOCH LOMOND RD AT BIG POND (WESTBOUND),C,VC,CB,5,793,800,W,95,
4178,4,178,5.03,LOCH LOMAND RD TO BEN EOIN-ST ANDREWS CHANNEL LINE,05/13/2008,1 KM EAST OF LOCH LOMOND RD AT BIG POND (EASTBOUND),C,VC,CB,5,868,870,E,96,
4178,4,178,5.03,LOCH LOMAND RD TO BEN EOIN-ST ANDREWS CHANNEL LINE,05/13/2008,0.1 KM WEST OF BREACS BROOK BRIDGE AT BIG POND (WESTBOUND),C,VC,CB,5,793,800,W,95,
4200,4,200,7.99,MEADOWS RD (SYDNEY FORKS) TO HWY 125 (SYDNEY RIVER),05/13/2008,0.2 KM EAST OF MEADOWS RD (EASTBOUND),A,VC,CB,18,1829,1730,E,90,
255015,255,15,5.11,GLACE BAY SOUTH LINE TO NUMBER SIX MINES RD (PORT CALEDONIA),05/13/2008,0.1 KM WEST OF NO. 6 MINES RD (MARCONI TRAIL) (PORT CALEDONIA),B,TC,CB,,2402,2320,,,
255020,255,20,5.35,NUMBER SIX MINES RD (PORT CALEDONIA) TO NUMBER SIX MINES RD  (PORT MORIEN),05/13/2008,0.1 KM WEST OF NO. 6 MINES RD (MARCONI TRAIL) (PORT MORIAN),B,TC,CB,,1061,1020,,,
4200,4,200,7.99,MEADOWS RD (SYDNEY FORKS) TO HWY 125 (SYDNEY RIVER),05/13/2008,300 M WEST OF GREENS MEADOWS RD IN 80 KM/HR ZONE (WESTBOUND),A,VC,CB,11,5058,4770,W,84,
4200,4,200,7.99,MEADOWS RD (SYDNEY FORKS) TO HWY 125 (SYDNEY RIVER),05/13/2008,300 M WEST OF GREENS MEADOWS RD IN 80 KM/HR ZONE (EASTBOUND),A,VC,CB,8,5092,4810,E,84,
4200,4,200,7.99,MEADOWS RD (SYDNEY FORKS) TO HWY 125 (SYDNEY RIVER),05/13/2008,0.2 KM EAST OF MEADOWS RD (WESTBOUND),A,VC,CB,10,1829,1730,W,89,
4175,4,175,6.75,MIDDLE CAPE-BIG POND CENTRE LINE TO LOCH LOMAND RD,05/12/2008,1 KM WEST OF LOCH LOMOND RD,C,TC,CB,,1963,1970,,,
4170,4,170,8.39,RICHMOND-CAPE BRETON COUNTY LINE TO MIDDLE CAPE-BIG POND CENTRE LINE,05/12/2008,0.25 KM EAST OF MIDDLE CAPE RD (EASTBOUND),C,VC,CB,9,905,910,E,,
4170,4,170,8.39,RICHMOND-CAPE BRETON COUNTY LINE TO MIDDLE CAPE-BIG POND CENTRE LINE,05/12/2008,0.25 KM EAST OF MIDDLE CAPE RD (WESTBOUND),C,VC,CB,6,872,880,W,,
4185,4,185,6.16,BEN EOIN-EAST BAY LINE TO RTE 216 (EAST BAY),05/12/2008,0.5 KM WEST OF RTE 216,C,TC,CB,,3031,3040,,,
4210,4,210,1.59,HWY 125 (SYDNEY RIVER) TO SYDNEY RIVER-SYDNEY LINE,05/12/2008,KINGS RD - SYDNEY RIVER - SYDNEY LINE (EASTBOUND),AA,TC,CB,,10277,9830,E,,
4210,4,210,1.59,HWY 125 (SYDNEY RIVER) TO SYDNEY RIVER-SYDNEY LINE,05/12/2008,KINGS RD - SYDNEY RIVER - SYDNEY LINE (WESTBOUND),AA,TC,CB,,10136,9690,W,,
4190,4,190,5.28,RTE 216 (EAST BAY) TO MEADOWS RD (SYDNEY FORKS),05/12/2008,0.5 KM EAST OF MACINTOSH CORNER (RTE 216),C,TC,CB,,4834,4850,,,
104350,104,350,2.75,CANSO CAUSEWAY TOLL BOOTH TO EXIT 41 (PORT HASTINGS ROTARY),01/06/2008,PERMANENT COUNTER (CANSO CAUSEWAY),D,TC,GUYS,13,,8750,,,
30083,30,83,11.01,EGYPT RD (LAKE OLAW) TO WEST SIDE MIDDLE RIVER RD,01/01/2008,PERMANENT COUNTER (MIDDLE RIVER),F,TC,VIC,6,,870,,,
30025,30,25,5.34,LITTLE RIVER RD (LITTLE RIVER) TO FRENCH RIVER BRIDGE,01/01/2008,PERMANENT COUNTER (SKIR DHU),G,TC,VIC,7,,720,,,
12041,12,41,11.58,SEFFERN LAKE RD TO CHESTER GRANT RD,01/01/2008,PERMANENT COUNTER (CHESTER GRANT),B,TC,LUN,9,,1500,,,
101030,101,30,8.96,EXIT 2A (MARGESON DR INTER/C) TO EXIT 3 (MT UNIACKE INTER/C),01/01/2008,PERMANENT COUNTER (MOUNT UNIACKE),A,TC,HFX,8,,15400,,,
101285,101,285,8.53,EXIT 32 (HECTANOOGA RD INTER/C) TO EXIT 33 (RICHMOND RD INTER/C),01/01/2008,PERMANENT COUNTER (BEAVER RIVER),B,TC,YAR,7,,2590,,,
